Unnamed: 0,logpred
16899141,3.9547126
20383768,5.030177
16439512,4.498147
17811587,4.509057
2343987,5.0317416
5624807,4.7773347
971449,4.1424184
16807426,4.096539
6599870,4.067887
17616603,4.123095
6462549,4.5322247
20218811,4.286664
5195346,4.522355
1989842,4.737573
3311544,4.742889
18190744,3.825949
20480443,6.0449076
15028308,4.972697
2238488,5.356692
15019476,4.572413
1499630,4.590441
8733790,5.0164137
8392488,4.8204226
7526377,4.6422896
12089766,4.4574356
10491137,5.345803
12736586,4.065507
6844537,4.836788
7896248,4.584312
8381472,4.1056895
7280929,4.138112
13250303,4.8334627
18752630,4.3046885
9490137,4.52677
13360706,4.190461
19522525,3.6095335
21053769,4.080803
1352111,4.7025094
6361628,4.3226347
13388649,4.3090925
7086215,4.200795
6696127,4.702116
14050933,4.623053
9611367,4.051358
19170980,4.6140027
19780958,3.723323
15649332,5.7340636
2330139,5.1557083
18324815,4.8959193
19812298,4.106542
6573831,4.821056
7790855,4.660609
9697230,4.068553
2671736,4.0071797
13748851,5.1621666
15872614,4.242891
8777405,4.322621
10502172,3.9993458
12042,5.87494
15793708,4.784237
14336061,4.0625086
15343420,4.5741878
8446914,4.1540365
5995416,4.2726707
458046,4.141641
14190524,3.9911115
15603347,4.6247582
19734162,5.254518
14717119,4.8135
14223920,4.972857
6487660,6.0338564
982276,4.70765
2365726,5.2000065
17747697,5.0274935
16417593,4.161901
3749971,4.0321984
11585687,4.47877
11817975,5.0700045
21154164,4.075538
16515340,3.968224
18942735,4.6498895
8326500,4.3114867
16050862,5.2739263
14969237,4.2621627
7727070,4.5182137
13902602,4.863288
41399,3.7860117
6045552,4.963638
18022456,5.0107203
4288361,4.8993826
3771687,4.706831
3032355,4.408032
17764327,4.0229554
19270209,5.1887865
15087740,4.034189
17681551,4.613023
13504225,4.1478715
3635723,5.033086
4529762,4.9293275
1364192,4.6710687
13978543,4.4131446
3812865,4.1529
20409370,5.046977
10051649,4.870113
11528550,5.025579
14323505,4.1540146
10001022,5.143035
16256170,4.5035553
18502823,4.7246118
44229,4.117407
17071836,4.10235
3630011,4.671286
1551044,5.922726
13387556,4.0114765
4041351,4.186508
1499843,4.7481833
16260159,3.7992191
13815237,4.667442
15940241,4.72067
20720916,4.7208896
900456,4.432956
12749596,4.44811
14815230,4.703077
12384924,4.72104
17929451,4.5490785
1841356,4.1938725
1297644,6.5936227
10035023,4.603333
183859,5.2472777
15913550,4.5134454
17422735,4.1072245
20076523,4.122964
8171013,3.904666
15342385,5.016555
18568023,4.043774
3884105,5.214103
3081560,4.8637986
20671819,4.754104
12672097,5.4629416
13450500,4.6048145
15734872,4.6781387
15006609,5.12034
2876014,4.15938
16638682,4.7802553
10194572,4.3364525
6862594,4.661703
3231803,4.180043
20224058,4.313239
12326470,5.079929
5651414,4.7788672
5805319,4.163901
18375219,5.930056
18239401,4.673972
19883215,5.309417
6677646,4.65097
7345170,4.1782694
19103830,4.6868296
19891590,4.651222
19466277,4.7402864
15857972,4.164806
11819334,4.9207563
13632841,4.460456
13548848,4.128729
15498564,4.710762
16740536,4.8078623
12418668,4.5058007
18324607,4.223749
3517289,4.3035655
15832351,4.400921
13032846,4.079164
14805637,4.5099025
19224852,4.2745843
12494576,4.392741
17927389,4.2492933
1693524,4.232014
16413243,4.787955
15008493,5.3991666
17767757,4.19658
12113989,4.6029987
6898039,4.376198
207250,4.675292
14168664,4.674104
9788738,4.603261
6642680,5.1889634
7911161,4.978282
4447990,3.8325832
763569,4.689039
11047622,4.785338
7651189,4.144826
16765291,5.333787
14486682,4.692028
8794908,4.1638637
2551952,4.1607084
573701,4.2604
20067870,4.1456704
12274644,4.153899
8072314,4.2363477
18622462,5.1396313
1371310,4.341974
6938818,5.4331417
16442460,4.7894135
2250130,4.7722063
16478955,3.6796384
6716199,4.6255164
15392180,4.7853475
20567217,4.191776
1851767,4.797986
10920624,4.713181
10455934,3.8813913
13028002,6.297997
9981578,5.042819
11039706,4.134512
1347204,4.3100734
7203642,5.5853124
8862058,5.267696
3153603,4.7167325
16352847,5.7376223
193393,4.2377486
18018755,4.5275364
20788168,4.3969173
15819031,4.3845363
18527258,3.8106906
13466505,4.647115
15452543,4.7140164
7973885,4.7048564
9199346,4.730238
17175597,3.735319
20568215,4.6261168
18022807,5.208149
5395031,4.3419714
3167626,4.1081195
11730504,4.5360885
10770836,4.8004327
5946583,4.5719814
6166826,4.3963175
8953744,4.3653245
7054267,5.977015
19438842,5.0249467
2432788,5.929884
12340135,4.0409975
4729927,4.998625
11734816,4.7184224
5709013,4.1960244
16646297,5.0035577
9119015,4.1635284
7247763,4.5152493
19602101,4.5706964
8914789,4.1386204
7281613,3.7459905
7961104,5.308165
1365028,4.6909943
6793945,4.5311623
3318240,4.1497507
5269442,4.005072
1446428,5.041987
9629425,4.217105
19767282,4.71014
7591467,4.315341
4967549,4.680311
10270377,4.803401
4701058,5.090656
18111901,5.4368086
9280917,4.6354256
16963514,3.966488
6119700,4.15477
18007668,4.3264823
17238535,4.68854
8760046,5.177116
9461238,4.205466
7749568,5.169681
7010001,3.8616126
3278758,3.975632
9524928,4.241942
17824338,5.228576
7495711,4.768792
20619757,4.814428
15181459,5.2726607
17112975,4.0034347
14422390,3.9260252
9138319,3.991018
11337445,4.299533
6504159,3.9827983
17483642,4.106741
19905170,4.3414636
11774112,4.836693
4495026,4.7466874
17173015,5.0495925
5735341,4.2215233
15216224,4.5786653
16249009,4.478382
4951402,4.824251
11888603,5.1144433
4623011,5.4824595
14344427,4.224756
14887262,4.0733857
15059051,5.847855
6244773,3.937031
16508474,5.3471465
4054332,4.6631875
1709089,5.9867363
16231631,4.8242235
9302921,5.0587316
15486635,4.0494986
7228772,4.6029654
10804476,4.7473607
12092403,4.7996016
19815527,4.728524
19431197,4.2984943
15599248,3.96632
13589,4.1003656
2082694,4.685534
14184061,5.9448624
10593704,4.939096
5771211,3.9066815
14919110,3.9088151
17903300,4.813477
7900575,4.6794515
12536976,4.5587835
7775431,3.8634708
11852437,4.113999
11261700,3.9530835
10960652,4.44618
13245721,4.730808
818518,4.8437877
393875,4.574438
13916100,4.091346
14979266,4.63209
20860793,4.3177366
10596447,4.482654
7025189,4.7677245
535641,4.7465487
5958680,4.0953083
20282481,4.7524695
6074078,4.664661
12138787,4.0884166
18441094,4.6848607
20326257,5.034745
6931714,5.3099694
14872587,4.904004
9331413,4.0384116
149210,4.443841
12346559,4.956674
16434642,4.506112
15758808,4.4833846
6847411,4.800628
17882017,4.4712152
14950688,4.139897
12871016,4.6805525
9563487,4.088288
5726250,4.5219407
14838379,4.8695216
13800443,5.218755
4358619,5.2285686
1506773,4.7241793
2012494,5.5593004
18178150,4.0446253
195578,4.527667
5860276,4.922771
6278392,3.9552069
9155475,4.0274725
11443623,4.587789
1346715,4.977523
10087811,4.980158
19550846,4.723642
12446548,4.762797
11317188,3.413465
16425763,4.593907
1067251,4.0017047
4030842,4.46222
9866779,4.9908047
7601632,4.8186555
20378843,4.146778
2958366,5.3969674
3084267,5.2668524
15532799,6.1142488
945426,4.8290725
15928157,4.503421
16396169,5.02672
9189063,3.9013631
14549868,4.9063954
13752871,4.0628595
7019788,4.4509153
17764691,3.9424107
13598801,4.481023
11205769,4.2214355
15265988,5.003662
12422277,4.644734
16266043,4.227546
15929281,4.2159705
6225501,3.9357178
7968806,5.033534
934609,4.0668087
14839995,4.2541184
13625891,4.722152
19982721,5.3588567
4744115,4.6896343
8440699,4.078656
9515597,4.716354
13734035,4.6665635
20026248,5.43684
346805,4.1913486
17451486,4.527737
20245126,5.749798
6704276,5.6682205
1030265,4.6134105
13443722,3.8300607
11659296,5.564714
5192414,4.1509776
3250685,3.833818
6071405,4.3525906
14054966,4.1421905
9032140,4.78685
924736,6.082065
5567278,4.195787
13497881,4.714796
6881600,4.5369353
15067484,5.595215
18550947,4.270504
7777537,4.6880217
2211028,5.2839165
15774003,4.7920833
8807089,4.6720443
4387183,4.875266
20679744,4.1444163
13741654,4.798904
20725595,5.5894375
8275455,4.2771215
12955454,4.623589
19507918,4.229807
15423732,5.0335894
7933896,4.2052016
11421292,4.7201886
17771656,5.2471194
15820365,4.6136374
4400008,4.402429
17625226,4.473256
898068,4.776312
1273533,5.4849505
9513152,3.7897115
7226513,5.585106
19909756,4.1004834
9845352,4.626571
12311236,4.8182416
841234,4.2954774
8688748,4.6521487
9509369,4.625445
16702915,5.601469
6004200,5.347589
11059197,5.4921966
19654433,4.3372774
13377231,5.0732856
12885888,5.902098
14386978,4.7284684
13481935,5.3120694
5117701,4.701584
15596610,5.184329
3656971,4.7387547
12497438,4.486798
14686119,4.5459175
15043768,4.0962133
10339057,4.4212556
6559730,4.111225
1212897,4.8133307
14010951,5.0582933
9474607,4.148506
7671112,3.9823215
9340975,6.0007715
18691200,5.131291
15481211,4.262079
3694498,5.228685
17223670,5.268157
18616208,5.3331003
4494338,4.7475176
13504999,4.6797795
18461886,3.9785788
10733503,4.642552
5899598,4.9430037
4490826,5.1790247
3318593,5.2776184
1039931,4.5633187
13346110,4.2118807
95243,4.9773955
593991,4.8725
9676065,3.8752651
7196412,4.2688494
4567558,4.0917125
4142125,4.614349
1616540,4.691471
602888,4.641984
15952947,4.6960697
13190103,4.545856
5297292,5.324396
3380344,4.1700244
371767,4.321761
9363721,4.83287
15649021,4.5466833
13452474,4.480096
1246711,5.283908
8126890,4.103355
20386464,4.126081
13360012,5.507984
11737510,4.6889524
63003,4.0675955
19113883,4.1253304
16040153,5.540877
20150874,4.2460103
20139611,4.405193
12956315,4.7093406
6185426,4.1764174
15804493,4.1769166
3558850,5.868452
19238409,3.779068
13591025,4.0859556
19334066,4.687505
15377706,5.2030444
1426529,4.152091
15663291,4.6138115
16214045,4.1586185
15771398,4.460393
1665638,4.0475073
1308927,5.2120256
356370,4.0367503
725255,4.1334906
14185372,4.355555
3886521,4.9460773
16689918,4.179972
21151013,3.9566567
16742323,4.5802383
5526210,4.774249
18706454,4.2717524
17961134,5.540173
16523033,5.084128
12899127,4.2309413
5194984,4.5477633
6684189,4.601395
15582339,5.1301684
14474140,4.083761
16256352,4.5769324
16220406,3.7226999
9449718,4.451813
19915657,4.7877645
9043726,4.2524147
17895460,4.507928
17682843,4.710274
13914468,4.6350107
15580808,4.2951393
6091808,3.8207862
18182282,4.152946
19473060,4.619415
18314141,4.034217
65408,4.0325212
2808417,5.3463864
18402568,4.1098056
18428588,4.017007
17903384,4.7576528
12138634,4.804554
8202578,4.1291976
15071108,3.878525
3794190,5.2443647
7514978,4.476781
17000016,4.49691
16426559,5.4204335
18429433,4.0641246
16067657,4.2780356
14653743,4.635138
18237513,4.7893696
14164359,3.9894278
19777168,4.167974
193853,4.039715
6025389,4.9905186
5969842,4.238267
9473837,4.7405605
14805196,3.8462903
21091336,4.9239035
14826630,6.0594254
2441418,4.139626
7361438,5.116107
1090545,4.1191077
17796760,4.8897924
11927008,4.756318
1391215,4.7501407
17765242,4.755742
16543246,4.0714006
11153954,4.148199
20234853,4.9276075
9767864,4.547027
11496612,4.3986745
2598026,4.546512
9405466,4.095825
6395433,3.7844706
19946213,4.1924915
12069600,4.883488
17547338,4.0865784
11812196,3.9549
6384622,4.1857834
16186033,3.858534
10965768,3.7942064
19120941,4.703802
15301587,4.555381
14185264,4.830752
11881882,4.5456376
17479949,4.8092513
17942767,4.1808476
19360685,4.200087
17947340,4.113022
16685411,4.233896
1630572,4.8996553
22453,4.8413076
20558064,4.7954826
1971540,5.1762304
20269435,4.4161935
12762416,4.6885486
16643990,4.2072062
15397120,4.593932
16408202,5.3276043
19873282,5.1380205
8409178,4.2771215
5710107,5.9015846
8902304,4.0067167
4403159,4.1692677
7633507,4.978114
1759389,5.2192383
8269421,4.228061
12683014,4.598315
2137113,4.9472756
14784440,4.2453394
19946195,4.153845
16396640,4.6441493
13401235,3.972976
12951444,3.976365
7146997,4.2019763
8865315,3.9062192
11461920,4.807436
5192165,4.37398
1961361,5.353034
2529318,4.2564573
17345671,4.298063
2203450,4.603646
16512828,4.0742407
1033754,4.3330116
2266010,5.2652044
13955165,5.107957
14981522,4.7029495
15980213,5.1679482
18411446,5.253526
13076718,5.408748
17690331,4.63435
7265118,4.2431855
17574138,4.87283
21055294,4.703246
39059,4.6845746
3421168,4.537168
14538600,4.7549815
12156007,5.8759875
5559015,3.7935905
8588621,4.0175567
8068609,5.706375
5194724,4.6190457
20197869,4.8902936
40138,4.315935
18615898,4.2510757
18077069,5.324396
4455094,5.0743513
8772093,5.8952417
18340679,3.9932578
19735537,4.7592196
7563445,4.15831
4363132,4.6975636
6070550,4.4938593
7715747,4.078751
9806843,5.4114275
9607093,4.8822966
18342603,4.1695714
16780183,5.986053
21148259,4.9825554
7399972,4.691602
8201902,4.1496654
9921802,4.6664586
12737896,4.662501
20788590,4.166233
3758686,4.736527
1198536,4.8304143
16415673,4.8575363
13168270,4.7790766
17509140,4.950258
19361346,4.8643355
18344553,4.2796726
11218995,4.0739202
16416210,4.6383314
7808601,4.732497
14768793,4.7549453
3442098,4.6198654
14884702,4.718244
9387676,4.398665
7021851,4.7006855
7397916,3.9251819
4704514,4.697602
4278720,4.908432
707443,4.7106543
15271428,4.65492
4227479,4.711139
21188095,4.2103424
16272848,4.829481
4068953,4.010272
17909001,4.288811
20269422,4.8284087
20857329,4.196794
13085694,5.2330904
914325,4.91266
20917894,4.7526016
20491184,4.147176
553872,4.388777
9110796,4.9208755
13430730,5.0451508
18360567,4.673459
19809264,4.17442
17346379,4.0014243
14284554,3.8536608
1489175,4.7345195
982395,5.063532
16275525,4.4707494
20872076,3.2322214
147474,3.993971
12974200,4.811312
4246324,5.5439982
11950735,5.3836026
17904544,4.0396585
1295083,4.7370334
17286950,4.2426147
6199255,4.8266125
5469403,5.0708346
14054177,4.5804143
13674816,5.030093
3534379,3.3359518
1868513,6.0017943
20750730,4.8732815
21122043,4.267573
18155852,4.1394644
6973744,4.858096
9332830,4.3130226
16543492,4.0248904
20481541,4.7511992
16243222,4.414015
13417302,5.945266
15423388,4.215138
17681652,4.845793
15989064,5.4568133
19737981,4.7179227
19227365,5.0356936
1226596,4.4830537
126443,4.808415
6692642,4.177408
1768298,4.042711
14250826,5.2991877
3303004,5.360486
14761517,5.241289
8052243,5.498908
21108505,5.3337126
7395368,4.0487776
14151414,4.765723
16067999,4.7324276
12046665,4.2350707
782126,4.764212
4799785,4.4436584
19071291,5.620661
16336709,4.1466646
1297940,5.1615105
4935544,4.527836
2537740,3.9665475
2518907,4.06504
16466720,4.044814
1303261,4.7629
12720048,4.2891054
16739659,4.5698457
7987167,4.49122
2557018,4.536999
4227273,3.8926525
18584815,4.678667
21077407,4.488378
4342304,3.9954674
19671104,4.1328316
16274148,4.986342
10074308,4.092037
5296718,4.8227053
10502452,5.11338
17776058,4.659651
15927523,4.771846
17532796,4.527413
14783949,4.1706314
4574224,3.8198354
15149053,4.5620894
6936417,4.1618567
17542011,4.0922203
4729888,4.6738663
4016385,4.052409
20599017,4.022396
1641253,4.593396
18527992,4.7726192
20433367,4.5048075
19338355,4.72671
13396831,4.1409216
21009477,4.8397155
18888793,3.776006
5557097,3.9282382
7367489,4.7425814
6713114,4.581346
3485081,5.116529
7755144,4.590377
13745923,5.1791215
18238240,4.899695
7937556,3.947124
7902219,4.15536
13582811,4.424025
8884275,6.161757
17513655,6.0688734
4029464,4.706785
4033728,4.072741
15964139,4.345758
3758296,4.8229203
19125378,4.998582
9078184,4.5873885
17528120,3.756807
4350464,4.0479507
13434856,4.936808
3687771,4.7657833
6730582,4.238782
5132940,4.187815
3130957,4.24454
11461422,5.056454
17922370,5.1087956
9919959,4.645626
3181346,5.4735737
16553448,4.13777
215560,4.41544
20285620,4.2127366
18357865,5.1045814
14858885,4.3021894
1300859,4.5690556
1221511,4.9121985
9425902,4.5808597
19244084,4.741993
13361661,4.8231354
2640467,5.432459
4469082,4.67297
17095323,4.903327
7096220,4.2840533
5536512,4.8142343
14249249,4.943591
12051116,4.2395473
19701644,4.19911
11582842,5.218408
11460993,5.029301
18971467,5.6197166
4233561,4.5906806
5279812,4.5148916
52517,4.0587835
47794,4.69094
13822228,4.0803294
14497153,3.751341
13884253,4.1275086
2019877,4.2448473
12870891,3.9819841
4052930,4.347959
17679822,4.23819
15499457,4.1659145
19801154,4.962669
15189425,4.0322776
13495619,4.176784
34178,4.169408
4998054,6.029835
18673412,3.9794798
15973942,4.269931
18491910,4.0778594
13044664,4.062371
16121077,4.0181656
20811403,5.606586
16161991,4.5507255
4163211,4.5848284
2735657,5.672146
13061371,4.328484
9489316,4.3031816
20788646,4.759342
20835690,5.5044384
18994326,4.975925
14693893,5.9160857
12591975,4.5504036
5750317,4.3490696
7956484,4.6724024
15132699,5.0725155
13698359,4.2292094
9747059,3.9963639
5851481,4.737483
4593316,4.779574
9788672,4.0533423
17585689,4.2731433
6066713,5.7024403
16895588,3.8543983
4469114,4.671211
7514024,4.184548
12890964,4.144324
6238700,5.114232
20723274,4.5169697
13912630,4.6509876
14073177,4.050871
17989198,4.532635
271128,4.9781723
11623517,4.668093
8257637,4.0383925
16788137,4.4097123
8680648,4.1814036
12643899,4.6300817
17409479,3.9059691
2560924,4.215146
18577648,4.5625396
15130681,4.41611
7526715,4.496615
3804690,5.045467
13676547,4.118631
13741819,5.9062943
9596212,6.4078865
10122309,4.64021
13538174,4.733457
13885238,5.108617
17892659,4.3343897
62712,3.9936295
8534395,4.843498
3727560,4.7310324
14947497,4.7332473
16970733,4.163521
19029969,4.5103946
19134814,4.1051574
17037199,4.9438825
11987072,5.1826158
18061566,4.3366294
958288,4.098678
3811926,4.574729
597668,4.5890436
5470363,3.9913504
14484192,5.6704173
4573458,4.747782
1525137,4.2066307
6247330,4.6368794
16822398,5.011834
5619212,4.1733427
66740,4.9801645
7308927,4.5981154
9231212,4.3157825
5082818,3.992107
2074833,4.4570227
13771172,4.1302495
10116081,4.1233125
2144319,5.054329
15715485,3.81344
3999628,4.1156597
6572020,5.0113077
7361457,4.1994653
5193689,5.3223314
957002,4.667228
17444964,4.201593
20303867,5.166575
7129972,4.676911
17994055,4.290272
17211583,4.284718
15111292,5.0531526
707658,4.7044415
6098975,4.1169186
5749181,4.0364213
292047,4.5979404
1182372,4.2992353
18483473,4.6041636
4379307,4.2769637
19226915,4.1518445
5422197,6.276289
19036532,4.9408836
8323683,4.46679
17497608,3.89538
12792631,4.7919354
14014127,4.1388054
15462208,4.8915677
3363364,4.656973
16357148,3.921481
20397022,4.844862
20185106,4.8194294
15805916,4.1657887
5196322,4.7038765
17702222,4.757954
20996070,6.336663
1913884,5.1921
14812838,5.708282
7647998,4.6037235
18602201,4.179862
18395931,4.593416
17371032,5.174263
17860,5.9087186
10684506,4.482423
15734774,4.0923285
18004987,4.9599214
13514298,4.486087
16497096,4.279249
17303477,4.627706
16393298,3.9456074
17821234,4.837945
6103791,4.86912
181522,4.61762
2495047,4.6029058
13660815,4.289266
5892733,5.016503
16806095,5.0815215
6716872,4.119434
16273796,4.947892
10405694,4.040453
9412913,4.2190256
4579780,5.5995135
11912865,5.0971847
13915340,5.103247
4956016,4.5991592
12535687,3.872972
10299331,3.9849474
4914460,4.2833915
14162034,4.6327977
1179080,4.711669
5040923,4.5348945
18808916,5.0697503
20660511,4.395829
3208747,4.6821313
5736925,3.9836032
10701027,4.3491397
20147537,5.321441
8781629,4.2228317
497264,4.281454
13764162,5.7225122
12473173,4.0923977
17683242,4.498184
10155003,4.803835
13450333,5.2918925
13369452,4.4973087
16164200,4.1333647
6326704,3.9755645
20618037,4.647912
11102571,4.8773756
20299199,3.8936963
18060096,4.257664
10655259,6.068094
14485109,4.1270757
13069989,4.8603787
4547353,3.9746938
15772432,4.357331
12611182,6.0453806
1569823,4.855869
11494320,4.55707
389482,4.470123
12197932,5.1894274
7860743,3.9291801
20553807,4.729208
6520190,4.784867
13882858,3.8366039
2080709,3.6873453
15009875,4.937527
10167371,4.0878935
17448533,4.6120915
669842,4.6607857
15249726,4.1042366
11552845,4.7768044
5506438,4.7113867
10312480,4.7029047
236226,4.629455
542067,4.4696074
4629981,4.379683
8669406,5.5515924
16756337,4.1959167
13031525,3.996094
12093704,4.648458
13396450,4.765738
12067200,4.1621103
17777174,4.1147237
12130236,4.3054857
10985734,4.9339814
6384741,5.3592997
3310126,5.6018314
2872288,5.1815596
1909177,4.2359085
5856783,3.9913065
13048027,3.930337
13395595,4.4389453
15325058,4.6922774
7914711,5.2642503
15078871,4.8314
19311485,4.4094605
14572699,4.733232
1909933,4.7071
19653917,4.1401057
956313,4.390004
5946840,4.970196
6865222,4.565132
52549,4.617982
3380546,5.074021
20255529,4.198615
5683045,4.6696696
13959620,4.4994946
837045,4.9596915
14403547,4.15342
8423666,4.7954326
3800675,4.032455
1630073,4.359802
13082605,4.078421
10703161,4.640348
8301552,4.649799
4461909,3.9167774
14759973,5.057363
14220046,5.2713943
17751338,4.073456
4978972,4.096596
2416016,4.6377506
18670410,6.125856
11619278,5.4604893
16216301,4.809505
14589774,4.6521635
5163125,5.238045
580061,4.594059
7659180,4.644527
15910630,5.393966
17980815,4.7956777
3199703,4.243012
17015819,4.132988
10614949,4.4889073
130665,5.0822577
13138261,4.8976855
12230474,4.2098427
7750435,4.094427
8421771,4.2197075
6165516,5.873884
12965883,4.7226744
8139311,4.4040213
8298186,5.373537
9532435,4.8052845
16320197,4.0160694
16376837,4.700996
12053427,4.0675416
3457722,4.708089
7900722,4.976834
12681691,4.5862055
16601908,3.9309926
18802366,4.167549
16141427,5.1381555
5659417,3.9377992
