log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,number_of_reviews,review_scores_rating,bedrooms,beds
4.007333185232471,1.0,2,7,1,1.0,0,1,0,1,0,0,80,1,40.71794768913957,-73.94929740666088,6,80.0,1.0,1.0
4.867534450455582,1.0,0,19,6,1.0,0,1,1,1,0,1,100,1,40.70745371666163,-73.94511102777966,1,100.0,2.0,3.0
5.799092654460528,0.0,1,27,7,2.0,0,1,1,0,0,0,100,1,34.065836976515165,-118.37637219295912,19,99.0,3.0,3.0
4.605170185988092,1.0,0,9,2,1.0,0,2,1,1,0,1,-1,1,40.746476532208135,-73.98458614840642,41,87.0,1.0,1.0
5.298317366548036,1.0,1,20,7,2.0,0,1,1,1,0,0,100,1,40.80276447557402,-73.95819896353267,4,90.0,2.0,4.0
4.605170185988092,1.0,0,11,2,1.0,0,0,1,1,0,1,100,1,40.70889498598389,-74.00976669273719,0,-1.0,1.0,1.0
4.927253685157205,1.0,1,17,3,1.0,0,1,1,0,0,1,100,1,33.996769591722014,-118.4503612984968,1,80.0,1.0,2.0
5.416100402204419,1.0,1,24,4,1.0,0,0,1,1,0,1,100,1,40.69080213674855,-73.97026808761451,24,100.0,2.0,3.0
5.521460917862246,4.0,1,11,3,1.0,0,2,1,3,0,1,-1,1,37.798427903106,-122.42446867252708,0,-1.0,1.0,1.0
4.07753744390572,0.0,0,17,2,1.0,0,0,1,0,0,1,100,0,34.042459008337765,-118.31487972912744,19,98.0,1.0,1.0
4.382026634673881,1.0,0,10,2,1.0,0,0,0,0,0,1,100,0,34.02718984484199,-118.49252451437134,103,86.0,1.0,1.0
4.605170185988092,1.0,0,7,2,1.0,0,0,1,1,0,0,-1,1,40.74649953411001,-73.99100307752838,2,80.0,1.0,1.0
4.442651256490317,1.0,0,19,2,1.0,0,1,0,0,0,1,90,1,33.987235778359555,-118.47350135527138,0,-1.0,1.0,2.0
3.912023005428147,1.0,0,12,1,1.0,0,1,1,1,0,1,-1,1,40.66783661285224,-73.95770338455891,6,90.0,1.0,1.0
4.3694478524670215,1.0,1,16,6,1.0,0,1,1,0,0,0,100,0,34.030469897075605,-118.26508429684024,37,79.0,1.0,3.0
4.02535169073515,1.0,0,12,2,1.0,0,1,1,1,0,1,70,1,40.69638657873638,-73.91007614785174,43,96.0,1.0,1.0
4.477336814478207,1.0,0,14,2,1.0,0,0,1,1,0,0,-1,1,40.71324789806632,-73.94915547772204,2,80.0,1.0,1.0
5.293304824724492,1.0,1,22,4,2.0,0,1,1,0,0,1,100,0,34.0604599802465,-118.39452488529452,11,87.0,2.0,2.0
6.214608098422191,4.0,1,19,4,1.0,0,1,0,3,0,0,100,0,37.79097694608989,-122.40637992409,0,-1.0,1.0,2.0
3.912023005428147,0.0,0,17,3,1.5,0,0,0,1,0,0,-1,0,40.83438994587811,-73.85849594424755,0,-1.0,2.0,3.0
5.1929568508902095,1.0,1,20,2,1.0,0,1,1,1,0,1,100,0,40.71685738625852,-73.9587723482137,10,95.0,1.0,1.0
5.488937726156687,0.0,1,27,10,3.0,0,0,1,0,0,1,100,1,34.162240617759515,-118.2734315309375,59,89.0,3.0,3.0
5.991464547107983,1.0,1,12,6,3.0,0,1,1,1,0,1,100,1,40.68340055929449,-73.95614036288377,1,100.0,4.0,4.0
4.174387269895637,1.0,0,16,2,1.0,0,2,0,1,0,1,100,1,40.68172557292941,-74.00365733538655,40,96.0,1.0,1.0
5.010635294096256,6.0,1,16,3,1.0,0,2,1,0,0,1,100,1,33.994491110856835,-118.47681332650028,126,95.0,1.0,1.0
4.4188406077965965,1.0,1,21,3,1.0,0,1,1,1,0,1,100,1,40.65429840375303,-73.91488182080529,12,92.0,0.0,2.0
5.855071922202427,1.0,1,12,4,2.0,0,2,1,3,0,1,-1,1,37.77386691710048,-122.44688952561016,23,84.0,2.0,2.0
5.298317366548036,1.0,1,20,4,1.0,0,1,1,0,0,1,100,1,34.09345499991145,-118.323356765366,32,97.0,1.0,2.0
6.396929655216146,1.0,1,12,4,1.0,0,0,1,3,0,0,-1,1,37.78666785266374,-122.41930779575128,0,-1.0,1.0,2.0
5.010635294096256,1.0,1,17,6,2.0,0,1,1,4,0,1,100,1,41.85390339901822,-87.67539991752257,26,97.0,3.0,3.0
5.493061443340548,0.0,1,15,5,2.0,0,2,1,0,0,1,-1,1,33.78897072799373,-118.09956870138537,2,-1.0,3.0,4.0
4.59511985013459,1.0,0,11,2,1.0,0,2,0,1,0,0,-1,1,40.72485241007844,-73.94582150777427,0,-1.0,1.0,1.0
4.31748811353631,1.0,1,8,2,1.0,0,2,1,1,0,1,100,1,40.67291873316242,-73.9413656986493,1,100.0,1.0,1.0
5.416100402204419,1.0,1,12,2,1.0,0,1,1,1,0,1,100,1,40.73101844191356,-73.98441071031377,1,100.0,1.0,1.0
4.74493212836325,4.0,1,26,3,1.0,0,1,1,1,0,1,-1,0,40.71360462425702,-73.98936247176495,8,97.0,0.0,2.0
5.393627546352364,1.0,1,11,2,1.5,0,2,1,1,0,0,100,1,40.727333104424666,-73.99037421932401,1,100.0,1.0,1.0
4.007333185232471,1.0,0,36,2,1.0,0,2,1,1,0,1,100,1,40.683364038718906,-73.90714901973877,10,96.0,1.0,1.0
4.23410650459726,2.0,0,17,2,2.0,0,1,1,1,0,1,99,1,40.695705100103886,-73.9206975368551,24,88.0,1.0,1.0
4.74493212836325,1.0,0,18,2,1.0,0,0,1,1,0,0,100,0,40.722543924562366,-73.99542955835294,12,98.0,1.0,1.0
5.075173815233828,1.0,1,11,2,1.0,0,2,1,1,0,1,-1,1,40.733733488369815,-74.00659839251365,5,84.0,1.0,2.0
3.80666248977032,1.0,0,12,3,1.0,0,1,1,1,0,1,100,0,40.770259198962,-73.87560933282403,244,97.0,1.0,2.0
4.3694478524670215,0.0,0,7,2,1.0,0,0,1,0,0,1,100,1,34.08704469648057,-118.24940567644828,1,-1.0,1.0,1.0
4.976733742420574,1.0,1,16,2,1.0,0,2,1,1,0,1,-1,1,40.76773378283674,-73.95455834099334,3,100.0,0.0,1.0
4.143134726391533,0.0,0,16,2,1.0,0,1,1,1,0,1,100,1,40.67789256824369,-73.94614639807277,23,95.0,1.0,1.0
5.521460917862246,1.0,1,14,2,1.0,0,2,1,1,0,1,-1,1,40.72564912166048,-74.00161230930563,3,100.0,1.0,1.0
4.653960350157523,3.0,0,39,4,1.5,0,1,0,1,0,1,100,1,40.58662450387922,-73.81249871253458,64,99.0,2.0,2.0
5.459585514144161,1.0,1,14,4,1.0,0,2,0,1,0,0,100,1,40.757108429360926,-73.99665326189253,17,91.0,2.0,2.0
5.700443573390688,1.0,1,21,6,1.0,0,1,1,5,0,1,100,0,42.36000710094668,-71.06661125772438,115,98.0,2.0,2.0
4.653960350157523,7.0,1,18,2,1.0,0,1,1,0,0,1,100,1,34.042034807200984,-118.30622319621963,16,99.0,0.0,2.0
4.0943445622221,1.0,0,11,2,1.0,0,0,0,2,0,0,100,1,38.94836379293901,-77.06431352264795,1,100.0,1.0,2.0
4.867534450455582,1.0,1,14,2,1.0,0,0,1,2,0,0,0,1,38.963289373528106,-77.07428787767044,3,47.0,1.0,1.0
5.010635294096256,4.0,1,15,6,1.0,0,1,1,1,0,1,-1,1,40.68150612728439,-73.9928463312812,3,100.0,3.0,3.0
4.127134385045092,1.0,0,14,2,1.0,0,0,1,1,0,1,20,1,40.639740892909096,-73.95560416319103,0,-1.0,2.0,2.0
4.248495242049359,1.0,1,5,2,1.0,0,0,0,1,0,0,-1,1,40.658736160589534,-73.96107960136152,0,-1.0,0.0,1.0
5.010635294096256,1.0,1,16,5,1.0,0,1,1,1,0,1,-1,1,40.68823324183561,-73.94207059546187,0,-1.0,2.0,3.0
4.248495242049359,1.0,0,33,3,1.0,0,0,1,1,0,1,100,0,40.66429522693789,-73.95196079962088,127,94.0,1.0,1.0
4.4998096703302615,1.0,0,2,2,1.0,0,0,1,1,0,1,67,1,40.67256510839026,-73.97775272707905,0,-1.0,1.0,1.0
4.532599493153255,1.0,1,26,4,1.0,0,1,1,1,0,1,56,0,40.79527897640823,-73.94418267830774,13,94.0,0.0,2.0
4.4998096703302615,1.0,1,16,3,1.0,0,2,1,0,0,1,100,0,33.90194884456646,-118.22602683761995,25,98.0,2.0,2.0
4.248495242049359,1.0,1,15,4,1.0,0,0,0,2,0,1,-1,1,38.92409707239959,-77.07587790455105,1,-1.0,1.0,2.0
5.003946305945459,8.0,1,29,4,1.0,0,1,1,0,0,1,100,1,34.13751871671957,-118.36360839226224,8,100.0,1.0,1.0
5.433722003554242,0.0,1,21,6,1.0,0,1,1,0,0,0,100,1,34.092261046780486,-118.29851560900818,85,97.0,3.0,3.0
4.787491742782046,1.0,1,23,4,1.0,0,2,1,1,0,1,100,1,40.68625923216123,-73.9623727261741,2,100.0,1.0,1.0
4.248495242049359,1.0,1,11,2,1.0,0,0,0,2,0,0,-1,0,38.90520776419744,-76.98101480878927,0,-1.0,1.0,1.0
4.787491742782046,0.0,0,12,3,1.0,0,2,1,1,0,0,100,0,40.74111372555953,-73.8943462238632,9,97.0,1.0,1.0
4.48863636973214,1.0,1,20,3,1.0,0,1,1,0,0,1,100,1,34.137549197588896,-118.1417664204163,11,95.0,1.0,1.0
4.248495242049359,1.0,2,16,1,1.0,0,1,1,0,0,0,100,1,34.07046774192178,-118.45389600474066,19,99.0,1.0,1.0
5.857933154483459,1.0,1,34,10,1.0,0,2,1,1,0,1,100,0,40.75718046463773,-73.9305842640436,67,96.0,4.0,5.0
5.010635294096256,1.0,1,14,4,1.0,0,1,1,1,0,1,70,1,40.73000673843303,-73.98463836764186,26,98.0,1.0,1.0
3.737669618283368,2.0,0,9,1,1.0,0,0,1,2,0,0,100,1,38.87834884390308,-77.01418609296431,0,-1.0,1.0,1.0
4.919980925828125,0.0,0,4,1,1.0,0,0,0,0,0,0,-1,1,34.02542626800998,-118.36100064918614,0,-1.0,1.0,1.0
3.912023005428147,1.0,0,19,3,1.0,0,1,0,1,0,1,100,0,40.75889798095727,-73.90820681821603,0,-1.0,1.0,1.0
4.5217885770490405,1.0,0,25,2,1.0,0,1,1,0,0,1,100,0,34.057085646250385,-118.29546543637322,16,99.0,1.0,1.0
5.68697535633982,0.0,1,27,6,1.5,0,2,1,1,0,1,100,1,40.6610623171776,-73.98316096744549,7,97.0,2.0,4.0
4.90527477843843,0.0,0,20,1,1.0,0,2,0,2,0,1,100,1,38.90621352094129,-76.99844613199248,0,-1.0,1.0,1.0
6.907755278982138,1.0,1,20,6,2.0,0,2,0,2,0,0,-1,0,38.90269975491915,-77.01716672131593,0,-1.0,3.0,3.0
5.010635294096256,1.0,1,15,2,1.0,0,1,1,1,0,1,100,0,40.7327784381599,-74.00665649900172,13,100.0,1.0,1.0
2.302585092994046,1.0,0,14,2,1.0,0,0,0,2,0,0,-1,1,38.90159582076458,-77.03520734375773,0,-1.0,0.0,1.0
3.871201010907892,0.0,0,21,2,1.0,0,1,1,0,0,1,100,1,34.05224391179298,-118.3027693125124,3,93.0,1.0,1.0
4.0943445622221,1.0,1,19,2,1.0,0,0,1,1,0,1,100,1,40.70699537327046,-73.90085741527427,2,100.0,1.0,1.0
5.857933154483459,1.0,1,14,4,2.5,0,2,1,5,0,1,100,1,42.35279313342642,-71.07730649782242,14,98.0,3.0,2.0
4.465908118654584,1.0,1,19,2,1.0,0,1,1,1,0,0,100,1,40.77628450917097,-73.95266307476643,2,100.0,1.0,1.0
4.48863636973214,7.0,1,19,1,1.0,0,0,1,0,0,1,100,0,34.0371015479955,-118.42504869517616,2,60.0,1.0,1.0
4.4998096703302615,1.0,0,12,2,1.0,0,0,0,1,0,1,43,1,40.8008152369792,-73.964482058866,2,100.0,1.0,1.0
5.765191102784844,0.0,1,20,6,2.5,0,1,1,0,0,0,90,1,34.139508563154536,-118.6194898002272,0,-1.0,3.0,3.0
5.043425116919247,0.0,1,19,4,1.0,0,0,1,0,0,0,100,0,34.16028187548043,-118.60778432154991,1,100.0,1.0,1.0
6.214608098422191,9.0,1,18,16,1.0,0,1,1,1,0,1,100,1,40.69710651211504,-73.92523376701884,2,100.0,3.0,3.0
4.74493212836325,1.0,1,26,3,1.0,0,2,1,0,0,0,100,1,34.08823030285693,-118.3620967489687,8,100.0,1.0,1.0
3.80666248977032,0.0,0,13,2,2.5,0,0,1,2,0,0,100,1,38.83818470324685,-77.00097485197828,4,100.0,1.0,1.0
5.293304824724492,1.0,1,22,3,1.0,0,1,1,1,0,1,100,1,40.73102848529801,-74.00151717139578,2,100.0,2.0,3.0
4.6443908991413725,1.0,1,21,3,1.0,0,1,1,0,0,1,100,1,34.09615165817564,-118.26027032045882,46,90.0,1.0,1.0
4.219507705176107,1.0,0,14,2,1.0,0,2,1,1,0,1,75,1,40.70617094725047,-73.9367439618854,5,100.0,1.0,1.0
5.068904202220232,1.0,1,12,2,1.0,0,0,1,4,0,0,100,0,41.939575460051024,-87.6426602095554,0,-1.0,1.0,1.0
5.272999558563747,1.0,1,12,4,1.0,0,0,1,1,0,0,100,1,40.69716363455887,-73.91447192613484,2,90.0,2.0,2.0
5.010635294096256,9.0,1,21,2,1.0,0,1,1,3,0,1,100,1,37.79579579428225,-122.41533449205014,97,97.0,1.0,1.0
4.174387269895637,1.0,0,22,1,1.0,0,1,1,1,0,1,100,1,40.705368109007466,-73.92974713503516,90,94.0,1.0,1.0
3.80666248977032,0.0,0,13,2,1.0,0,2,1,2,0,1,94,1,38.90012532411698,-76.99020580340647,1,100.0,1.0,1.0
4.553876891600541,0.0,1,24,4,1.0,0,2,1,0,0,1,100,0,33.98319620119369,-118.052571540142,9,100.0,2.0,2.0
4.477336814478207,1.0,0,12,2,1.0,2,1,1,1,0,1,100,0,40.78882574105168,-73.97616147567852,184,93.0,1.0,1.0
4.653960350157523,1.0,1,12,2,1.0,0,0,1,2,0,1,100,1,38.91135514199722,-77.02279983636625,10,98.0,0.0,1.0
5.8200829303523625,1.0,1,26,5,2.0,0,1,1,4,0,1,100,1,41.88474588046343,-87.62477155431488,0,-1.0,2.0,3.0
5.293304824724492,1.0,1,25,5,2.0,0,0,1,0,0,1,100,1,34.06756454963329,-118.3513740623988,1,-1.0,2.0,3.0
5.247024072160486,1.0,0,17,2,1.0,0,1,1,1,0,0,-1,1,40.75172136209936,-73.9957817879496,0,-1.0,0.0,1.0
3.7841896339182615,2.0,0,13,1,1.0,0,1,1,1,0,0,100,1,40.70127353036392,-73.92606877475255,1,100.0,1.0,1.0
5.5174528964647065,1.0,1,15,8,1.0,0,1,1,1,0,1,100,1,40.659463901629096,-73.94961235573689,3,80.0,4.0,6.0
4.174387269895637,1.0,1,21,2,1.0,0,1,1,1,0,1,100,0,40.68757344830785,-73.93031806061103,36,91.0,1.0,1.0
5.14166355650266,1.0,1,19,4,1.0,0,1,1,1,0,0,100,1,40.71319074233594,-73.9580691362581,110,92.0,1.0,2.0
4.219507705176107,1.0,0,13,2,1.0,0,0,1,1,0,1,100,1,40.78285331864622,-73.94565587493905,3,100.0,1.0,1.0
5.1647859739235145,1.0,1,17,4,2.0,0,0,1,0,0,1,100,1,34.166763157947486,-118.70275469890076,9,96.0,2.0,2.0
4.718498871295094,1.0,1,21,4,1.0,0,1,1,1,0,1,100,1,40.68631098807495,-73.93992726062562,83,97.0,1.0,2.0
5.075173815233828,1.0,0,32,2,1.0,2,2,0,3,0,0,100,1,37.78054468968384,-122.47462776338996,0,-1.0,1.0,1.0
3.4339872044851463,0.0,0,18,2,1.0,0,0,0,0,0,1,100,1,34.02850783261388,-117.744407276478,25,98.0,1.0,1.0
5.075173815233828,1.0,0,8,2,1.0,0,0,0,1,0,0,-1,0,40.745858083337744,-74.00360502820537,4,90.0,1.0,1.0
4.007333185232471,0.0,0,26,2,1.0,0,0,1,0,0,1,88,1,33.96585420319423,-118.34711889396073,31,94.0,1.0,1.0
5.010635294096256,1.0,1,21,2,1.0,0,0,0,1,0,1,-1,1,40.78670686222277,-73.97824774280187,11,95.0,1.0,1.0
4.48863636973214,1.0,0,19,2,1.0,0,1,1,3,0,1,100,1,37.76907821184396,-122.42031988076656,62,92.0,1.0,1.0
4.31748811353631,1.0,0,11,3,1.0,0,0,1,0,0,1,80,1,34.10195219440208,-118.3445047016814,19,86.0,1.0,2.0
4.174387269895637,7.0,1,16,3,1.0,0,1,1,0,0,0,100,1,34.2686747835472,-118.49132131094088,42,95.0,0.0,2.0
5.631211781821365,7.0,1,18,2,1.0,0,1,0,3,0,0,100,0,37.79240972520604,-122.43178663940594,0,-1.0,1.0,1.0
4.90527477843843,1.0,1,16,2,1.0,0,2,1,1,0,1,100,1,40.57909994393785,-73.98143123453171,28,87.0,1.0,2.0
5.6167710976665735,2.0,1,18,5,1.0,0,1,1,2,0,1,100,1,38.91159676794543,-77.02102242431096,0,-1.0,3.0,3.0
4.0943445622221,1.0,0,10,1,1.0,0,0,0,1,0,0,-1,1,40.803187161941295,-73.95432251263128,6,83.0,1.0,1.0
4.07753744390572,1.0,0,20,3,1.0,0,1,1,1,0,0,100,1,40.7996342902538,-73.9679286325956,5,95.0,1.0,2.0
5.010635294096256,1.0,1,12,2,1.0,0,2,0,1,0,0,-1,0,40.67747328653586,-73.94973391556009,1,100.0,2.0,1.0
5.393627546352364,1.0,1,29,3,1.0,0,2,1,1,0,1,100,1,40.71813346044753,-73.98598501466078,5,96.0,1.0,2.0
5.298317366548036,1.0,1,11,2,1.0,0,1,1,1,0,1,-1,0,40.773776438367584,-73.95684484120335,3,87.0,1.0,1.0
4.584967478670572,1.0,1,10,2,1.0,0,1,1,1,0,0,80,1,40.6743197362644,-73.95948606851366,9,91.0,1.0,1.0
5.4380793089231965,1.0,1,9,2,1.0,0,2,1,1,0,0,100,1,40.74466692245145,-73.98031663475393,1,100.0,0.0,1.0
4.941642422609304,8.0,1,16,2,1.0,0,0,1,0,0,1,0,1,33.98547857849181,-118.46653839626153,0,-1.0,1.0,1.0
6.3543700407973525,1.0,1,11,6,1.5,0,0,0,1,0,0,-1,1,40.73990953000987,-73.99564005631315,0,-1.0,3.0,3.0
4.787491742782046,1.0,1,13,2,1.0,0,1,1,0,0,0,95,1,34.05551254018063,-118.34914500603772,73,94.0,1.0,1.0
4.553876891600541,1.0,0,18,2,1.0,0,2,1,1,0,1,100,0,40.73680508388608,-73.95632056697234,0,-1.0,1.0,1.0
5.521460917862246,1.0,1,6,16,0.0,0,0,0,3,0,0,100,1,37.797204358726354,-122.42312073422956,0,-1.0,0.0,0.0
5.313205979041787,0.0,1,24,9,2.0,0,2,1,0,0,1,100,1,34.088881791438304,-118.36087405296914,52,93.0,4.0,4.0
6.2633982625916245,1.0,1,38,5,1.0,0,1,1,1,0,1,100,0,40.735282055669295,-74.00688952439204,27,98.0,1.0,3.0
3.688879454113936,0.0,1,11,3,1.0,0,1,1,2,0,1,100,0,38.96671225908377,-77.00760415243866,0,-1.0,0.0,1.0
5.075173815233828,1.0,1,7,2,1.0,0,1,1,1,0,1,-1,1,40.71863647998979,-73.98496228328555,2,60.0,1.0,1.0
4.74493212836325,1.0,1,20,5,1.0,0,1,1,0,0,0,100,0,34.04896184591987,-118.27028114135273,89,93.0,0.0,3.0
4.8283137373023015,1.0,2,13,2,1.0,1,1,0,1,0,0,100,1,40.74870255913703,-73.97479051803968,0,-1.0,1.0,1.0
4.23410650459726,1.0,0,12,2,1.0,0,1,1,1,0,0,90,0,40.712853207007775,-73.9615136439818,3,20.0,1.0,1.0
5.003946305945459,0.0,1,16,5,2.0,0,1,1,5,0,1,-1,1,42.30988682257417,-71.11789702317628,1,100.0,4.0,3.0
4.605170185988092,1.0,2,12,3,1.0,0,0,0,1,0,1,-1,0,40.77266351632032,-73.9026779910605,1,100.0,1.0,2.0
4.0943445622221,0.0,0,16,2,1.0,0,0,1,0,0,0,100,0,34.10309906761656,-118.20748370928024,56,94.0,1.0,1.0
5.135798437050261,0.0,0,28,2,1.0,0,0,0,0,0,0,100,1,34.07757244861308,-118.511379705837,0,-1.0,1.0,1.0
5.003946305945459,1.0,1,19,4,1.0,0,1,1,1,0,1,100,0,40.75351911396464,-73.9680737678772,37,81.0,1.0,2.0
4.867534450455582,10.0,1,22,2,1.5,0,2,1,2,0,1,100,1,38.8843403292632,-76.98839031324009,45,100.0,1.0,1.0
5.298317366548036,1.0,1,18,6,1.0,0,0,1,1,0,1,60,1,40.711855468068045,-73.95897791789305,0,-1.0,3.0,3.0
6.907755278982138,1.0,1,18,4,2.0,0,2,1,3,0,1,-1,1,37.78799170647172,-122.44118630898868,0,-1.0,2.0,2.0
4.976733742420574,0.0,1,9,3,1.0,0,1,1,0,0,1,100,1,33.99552048524718,-118.46959876075351,7,97.0,1.0,1.0
4.74493212836325,1.0,1,12,2,1.0,0,2,1,0,0,1,100,1,34.081311201413854,-118.38068377315936,20,92.0,1.0,1.0
5.68697535633982,1.0,1,14,5,1.0,0,0,0,3,0,0,100,0,37.8012570664905,-122.42218659942203,4,95.0,2.0,2.0
